"","urb16_25mi","crop19_25mi","ppt_ann","temp_ann","tmax_sum_slope","tmax_fal_slope","ppt_fal_slope","ppt_sum_slope"
"1",-0.0148628676809854,-0.0175327717483841,0.0145641783325107,-0.00777595812153756,0.0518443660701339,-0.035835496248193,-0.0108986425859955,0.0151598131182353
"2",-0.0107124438202794,-0.021777335939425,0.0182448019669807,0.0129077493676019,0.0549137347085993,-0.0173740882102156,-0.0110199795113589,0.0224684261483541
"3",0.00465426405348972,-0.0101788394049877,0.0071038390081574,-0.0447331359620133,0.0377684482951398,-0.0540907793210051,0.015969279224865,0.0153261653155978
"4",-0.00657217543482513,0.00592694688492963,0.0146270132289469,0.00507882707559232,0.0403740571719044,-0.0117217906727706,-0.00465330795921489,0.00266100913147814
"5",0.000647993529988343,0.00510852615792038,-0.00528189267680023,0.0197085920594304,0.0499151958113187,0.0012208003481633,0.00590682091491462,0.0151468842894691
"6",-0.0130611094813715,-0.00549373271723372,0.0433523281890415,0.00457350796769528,0.104000402205192,-0.0476222151103649,-0.00792738717497979,0.0198573184324935
"7",0.00848137078020081,-0.0121712406300461,0.00970764495450323,-0.0276725584864345,0.00611976428442255,-0.0686025940720567,-0.0306153272204742,0.0293541327635597
"8",0.00301954651730845,-0.00287620066831075,0.0170243623781349,-0.00617684007925563,0.0319853724560728,-0.0193889296320902,-0.00935000409185992,-0.00017791739386059
"9",0.00752169737470367,-0.0105301625987078,0.0180081706916908,-0.0133608525355955,0.0185086238525614,-0.0318754561043528,-0.00570909046708271,0.018425417720624
"10",0.0237724822645379,-0.0103501505508087,0.0175898313006879,-0.0411042830687207,0.0326027929674319,-0.0149386287384791,-0.00689440285073487,0.00875163001696999
"11",-0.00803170723743681,0.000996883947715411,0.00683289164845304,-0.00168997124170685,0.037209352398577,-0.0093199812873868,-0.0141253764087623,-0.0032878907477135
"12",0.0103817183988022,0.0108946478017305,0.00730626403324951,-0.00260539674070735,0.0165856064535214,-0.0387318789123476,0.00150564820480548,0.0124574701094494
"13",0.016613869987532,0.000734017228543334,0.0242577315644771,-0.0242652071256068,0.0254695466777111,-0.0269588350916636,0.0150163532459782,0.00585578116105996
"14",-0.0219023006609348,-0.00290635514878613,0.0120231673757787,-0.0298866866011104,0.033968742442923,-0.0401558583789892,-0.0121671126246214,0.0375230626258847
"15",0.027586722346389,-0.00248813696660642,0.00174779920589694,-0.0121998666680728,-0.0211430473485473,-0.0758417183090873,-0.040406933368651,0.0122965657377959
"16",-0.00100435389198957,-0.00903057036370133,0.0414038681898288,-0.0165897425838902,0.0269838515127009,-0.0287228911600626,-0.00971365029072369,0.0413518910926119
"17",-0.0301003561931807,0.00864357507920102,0.0418753574528909,0.0089330249516691,0.00861532215877034,-0.0355942128472847,0.0035437147054217,0.0274951918778285
"18",-0.0134005051400971,-0.0177350255217112,0.00706623890923152,-0.00939261095116947,0.0417371468298365,-0.0366232375118273,0.0181279951691396,0.0368377398887587
"19",0.0156550554515104,-0.00293790557449874,0.0118795494868035,0.00456194675771654,0.0237789902838572,-0.0133498475432237,-0.0156141350245008,-0.00571408548743947
"20",-0.0165661755255805,-0.00334272050413502,0.00644538128705351,-0.00923681077908297,0.0511663362080524,-0.0330815537471691,-0.00937137438431872,0.00328105645040214
"21",0.0061757594729468,0.0238252430653188,0.00918648873743188,0.0307570524863412,0.0454797253999634,-0.0173796241160372,-0.0159300858360625,0.0133244215794469
"22",-0.00157213773835484,0.0263815771816016,0.023622839752163,-0.0361247034888693,0.0679820494520181,-0.0320873079910647,0.015967312359163,0.00482743241121643
"23",0.00161156483882453,-0.00160503482442921,-0.00424727792794235,-0.0456897845568967,-0.0296367611149647,0.00406129600926407,0.0257949599262936,0.0548889846834489
"24",-0.00419554005281452,-0.0116937909861878,-0.00544832588055253,-0.0412273718530562,0.0184958122996912,-0.0373243476658821,-0.0159778148144888,0.0273557429578725
"25",-0.0188981999066556,0.00295520361317101,0.0238855465244639,-0.0278592340551703,0.0198202314239806,0.00986059975137448,-0.0116783851232934,-0.0139976036004549
"26",0.028931864509264,0.00786877125608754,0.029238640506003,-0.0224882635326907,0.0666130906802925,-0.0433526157986906,-0.00273164623811628,-0.0290049093709548
"27",0.0130629010633808,0.0116426340308607,0.0122458364496771,-0.00829044043927971,-0.0345701667474619,-0.0117740326124354,0.00758381593721135,0.00856739969698969
"28",-0.00529700317281777,-0.0128552815703517,0.00150741374344525,-0.0249588452952262,0.0343576886674274,-0.0479516171813048,-0.013840945848111,0.00646091705776746
"29",0.0032867521052805,0.00587920566347204,0.033057949866859,0.00182740062005877,0.015435460981149,-0.0367794590057947,-0.0142018734211702,0.0350975236293413
"30",0.00655006847040385,0.00892762925669888,0.00415270408140448,0.00982613302713821,0.0360775539597565,-0.0622794314765228,-0.0374889490886746,0.0112411751181016
